date,time,tweet,Food Delivery,Aspect,Sentiment
2020-08-21,17:48:27,พิกัดปักหมุดอะไรก็ป่วย ระบบรวนบ่อย สั่งไม่ได้ สั่งแล้ว โดนยกเลิกจากทางระบบเอง #foodpanda,Yes,System,Negative
2020-08-19,14:45:39,ไรเดอร์ไม่ทอนเงิน ถึงจะไม่ใช่จำนวนเงินมากมายอะไร แต่ทำงานบริการก็ควรซื่อสัตย์กับลูกค้าไม่ใช่เหรอ #foodpanda,Yes,Employee,Negative
2020-08-18,00:50:24,เลิกสั่ง #foodpanda เพราะขั้นต่ำเพิ่มเป็น 70 บาทนี้แหละ บ้าบอมาก อยู่คนเดียวสั่งข้าวสี่สิบห้าสิบไม่ได้เลยจ้าาา *ลบแอป,Yes,Price,Negative
2020-08-15,17:39:32,แต่ก่อนขั้นต่ำ50 ฟรีค่าส่งบ้าง หรือเก็บบ้าง  เดี๋ยวนี้ขั้นต่ำ70บาท  สั่งไม่ถึงส่วนต่างออกเอง  ลาก่อนเลยจ๊ะ (ถอดแอปออก) #foodpanda,Yes,Price,Negative
2020-08-15,17:20:09,ฉันเลิฟ #foodpanda and #kfc สาขาดาวคะนองจัง ส่งไวมากกกกกกก,Yes,Employee,Positive
2020-08-14,22:20:34,"ควย​ ตอนสั่งตัดบัตรทันที​
ทีตอนคืน​ 15​ วัน​ แล้วมายกเลิกกู
#foodpandaTH
#foodpanda  pic.twitter.com/zOVV2KzSri",Yes,Company,Negative
2020-08-14,20:09:20,อีกแล้วนะฟู้ดแพนด้า ไม่ได้อาหารอีกแล้ว แต่ขึ้นว่าส่งแล้ว งงป้ะ แล้วมันไปอยู่ไหน จ่ายเงินไปแล้วด้วย ไม่ได้อ่ะไรเลย เสียเงินไปฟรีๆอีก  บอกว่าจะสั่งออร์เดอร์ให้ใหม่แล้วจะมีพนักงานโทรมา ละไม่เห็นมีอะไรเลย ยังไม่มีใครโทรมา อีเมลก็ไม่ได้รับ #foodpandaTH #foodpanda,Yes,Company,Negative
2020-08-13,22:23:10,รอนานมาก ชั่วโมงหนึ่งแล้ววววว ยกเลิกไม่ได้ด้วยนะ #foodpanda  pic.twitter.com/zIUQ1oNLEy,Yes,Employee,Negative
2020-08-13,20:51:05,วันนี้มาลองอะไรใหม่กันไหมล่ะ ชั่วโมงนึงแห่งการรอคอย สั่งไก่ปั่นโจนส์ที่หน้าห้าง รอรับในห้าง ลูกค้ารอเราเพียงแค่ 59 นาทีเท่านั้นเอง  #foodpanda #foodpandaTH pic.twitter.com/4HSPylQJ1i,Yes,Employee,Negative
2020-08-13,19:11:47,อะไรคือการยิ่งรอเวลาจัดส่งยิ่งเพิ่ม #foodpanda,Yes,System,Negative
2020-08-11,14:02:43,"รอบก่อนคนส่งพูดไม่ดีนี่ไม่โกรธเลยนะ แต่รอบนี้คือไม่ไหว คือเราก็ผิดจริงที่เปิดประตูแล้วหมาเราวิ่งพรวดออกไปจนไปกระโดดใส่คนส่ง เราก็ขอโทษแล้วนะยกมือไหว้ขอโทษเพราะเราผิด แต่ไม่พอใจตรงคนส่งอะพลักหัวหมาเราแรงมากจนหัวน้องชนประตูรั้วเลย หลังจากนี้พอ เลิก ไม่ใช้บริการแล้ว ควย!
#foodpanda",Yes,Employee,Negative
2020-08-11,12:37:48,ส่งฟรีแต่ขั้นต่ำคือ70บาท ออกแรงสตาร์ทรถไปสั่งข้าวเองก็ได้จ้า ลาก่อย #foodpanda #foodpandath,Yes,Price,Negative
2020-08-10,19:50:50,มึง foodpanda ไรเดอร์ด่ากุค่ะ กุสั่งไปลงที่ ทำงาน เเต่กุอยู่บ้าน ปกติคือไม่ต้องเปลื่ยนหมุดเลยสั่งตลอด ครั้งนี้กุผิดจริง เเต่ไรเดอร์ด่ากุค่ะคุรเเม่ #foodpanda,Yes,Employee,Negative
2020-08-10,16:54:38,ยังไม่ได้เงินคืนจาก #foodpanda เลย,Yes,Company,Negative
2020-08-08,20:11:55,ส่วนลด food panda ลค.เก่า เดือนสิงหาไม่มีเลยหรอ แย่จัง #foodpanda,Yes,Price,Negative
2020-08-07,19:03:25,วันนี้ลองใช้ food pandaครั้งแรก อีดอก 5นาที ตั้งแต่ครึ่งชั่วโมงที่แล้ว ตอนนี้ยังไม่ขยับ เกิ๊นนนน กูกลับไปใช้ grab กับ get เหมือนเดิมก็ได้วะ #foodpanda,Yes,Employee,Negative
2020-08-04,20:44:23,ขอถามคนขับ #Grabfood กับ #Foodpanda ทำไมต้องขับรถเร็วด้วย โกรธมากกอีดอกกเกือบโดนชน หลายครั้งแล้วนะ,Yes,Employee,Negative
2020-08-04,20:03:15,ก็คือสั่งชานมตาก #foodpanda กะจะมาหลังมื้อเย็น สรุปกินข้าวเสร็จแล้วก็ยังไม่ได้ จนมีสายจากทางร้านที่รับออเดอร์โทรมา บอกว่าทำเมนูของเราเสร็จแล้วแต่ไม่มีไรเดอร์มารับ โดยที่ทางร้านแจ้งว่าในออเดอร์ขึ้นเป็นชื่อไอดีของไรเดอร์ที่จะมารับออเดอร์ของเราแล้ว /1  pic.twitter.com/EdezLgXflS,Yes,Employee,Negative
2020-08-04,16:24:24,โอนไปแล้ว โดนยกเลิกออเดอร์ตั้งแต่เที่ยง จนมาตอนนี้ก็ยังไม่ได้เงินคืน foodpanda ปัญหาเยอะจริง ตั้งแต่คร่าวก่อนแล้วนะ 😥 #foodpanda,Yes,System,Negative
2020-08-04,14:24:43,#foodpanda. ที่นครสวรรค์  มีปัญหาอะไรคะ  จะสั่งอาหารก็ไม่ได้  ปิดชั่วคราวหมดทุกร้านในแอพ ,Yes,System,Negative
2020-08-04,13:32:25,วิธีการแก้ไขปัญหาของฟู้ดแพนด้าที่จ่ายเงินผ่านบัตรแต่ไม่ได้รับสายพี่คนขับเพราะเรียนออนไลน์อยู่คือการเอาไปทั้งตังค์ทั้งข้าวหรอคะเริ่ดนะ จะเอาข้าวให้ใครกินในเมื่อข้าวที่หนูสั่งมันเป็นตังค์ที่หนูจ่ายเองอะค่ะไม่ใช่ทางฟู้ดแพนด้าหรือพี่คนขับจ่ายเอง #foodpandaTH #foodpanda  pic.twitter.com/ssTcRcYS75,Yes,Employee,Negative
